,date_time,location,name,text
404,Sun Sep 06 23:13:40 +0000 2015,New York,Lincoln Chafee,RT @JeanneShaheen: I'm proud to stand with #NHWomen4Hillary. Add your name if you're with me: http://t.co/o2YpQIxSKS
405,Sun Sep 06 22:45:20 +0000 2015,New York,Lincoln Chafee,Strong support from Senator @JeanneShaheen: http://t.co/vryppsq7IX
406,Sun Sep 06 20:13:33 +0000 2015,New York,Lincoln Chafee,"20 years ago, Hillary stood up for women's rights worldwide. What do her words mean to you? Share with @Genius: http://t.co/dauCCOC9no"
407,Sun Sep 06 17:44:57 +0000 2015,New York,Lincoln Chafee,"Food craving? Binge-watch show of choice? 6 things you probably didn’t know about Hillary, via @MSNBC:
https://t.co/f0u5pZSdRW"
408,Sun Sep 06 16:02:15 +0000 2015,New York,Lincoln Chafee,Together we can break the highest glass ceiling. Join #WomenForHillary: http://t.co/1b9mMi7p8B http://t.co/QSqho7cLa2
409,Sun Sep 06 15:07:09 +0000 2015,New York,Lincoln Chafee,"Through prevention, treatment, and criminal justice reform, we can combat this country's addiction epidemic. http://t.co/srrjmvAowT"
410,Sun Sep 06 13:43:38 +0000 2015,New York,Lincoln Chafee,"RT @JeanneShaheen: Today, I officially endorsed @HillaryClinton at #NHWomen4Hillary kick off! Add your name: http://t.co/o2YpQIxSKS http://…"
411,Sat Sep 05 23:11:51 +0000 2015,New York,Lincoln Chafee,Say you’re on Team #WomenForHillary: http://t.co/CchJZe1Nge http://t.co/tJtS2b4b9V
412,Sat Sep 05 22:04:57 +0000 2015,New York,Lincoln Chafee,".@nytimes in 1995: Hillary spoke ""more forcefully on human rights than any American dignitary has on Chinese soil."" → http://t.co/eGYp0JT7Ha"
413,Sat Sep 05 21:13:35 +0000 2015,New York,Lincoln Chafee,RT @emilyslist: Over 20 years of fighting for women -- that's why we're in for @HillaryClinton. Add your name to learn more.&gt;&gt; http://t.co/…
414,Sat Sep 05 20:37:30 +0000 2015,New York,Lincoln Chafee,"""I chose Hillary because I know her and I trust her. She is a voice for the voiceless."" – @JeanneShaheen in NH http://t.co/ObGx7TnApu"
415,Sat Sep 05 19:08:02 +0000 2015,New York,Lincoln Chafee,RT @AmbassadorPower: .@HillaryClinton's 1995 speech still rings true today. Freedom means not jailing women who disagree w/you #FreeThe20 h…
416,Sat Sep 05 18:00:11 +0000 2015,New York,Lincoln Chafee,"RT @ForHillary: .@HillaryClinton: ""Los derechos humanos son derechos de la mujer, y los derechos de las mujeres son derechos humanos, de un…"
417,Sat Sep 05 17:28:27 +0000 2015,New York,Lincoln Chafee,RT @SenGillibrand: Learn how @HillaryClinton's #Beijing20 speech inspired me to get #offthesidelines &amp; focus my career on public service ht…
418,Sat Sep 05 16:50:44 +0000 2015,New York,Lincoln Chafee,"When we join together, we can’t be beat. Say you’re on team #WomenForHillary: http://t.co/o9bIdII2aL http://t.co/IYrnUOZPL2"
419,Sat Sep 05 16:36:21 +0000 2015,New York,Lincoln Chafee,"RT @HillaryforNH: ""Well, I’m a proud, lifelong fighter for women’s issues because I firmly believe what’s good for women is good for Americ…"
420,Sat Sep 05 16:32:12 +0000 2015,New York,Lincoln Chafee,"RT @HillaryforNH: ""My mother taught me that everybody deserves a chance and everyone deserves a champion."" —@HillaryClinton"
421,Sat Sep 05 16:15:01 +0000 2015,New York,Lincoln Chafee,"RT @HillaryforNH: WATCH LIVE: @JeanneShaheen endorsing @HillaryClinton! 
http://t.co/U34XzGWsJQ

#NHWomen4Hillary"
422,Sat Sep 05 16:13:22 +0000 2015,New York,Lincoln Chafee,RT @JeanneShaheen: Women are standing with Hillary because Hillary stands with women #NHWomen4Hillary
423,Sat Sep 05 16:01:41 +0000 2015,New York,Lincoln Chafee,"20 years ago today, Hillary stood up for women's rights worldwide. What do her words mean to you? Share with @Genius: http://t.co/fATVWyrBkw"
424,Sat Sep 05 15:52:39 +0000 2015,New York,Lincoln Chafee,RT @PPNHAF: Thank you @SenatorShaheen &amp; @HillaryClinton for leading on #reprohealth &amp; #reprorights! #NHWomen4Hillary #FITN http://t.co/hlY2…
425,Sat Sep 05 15:37:18 +0000 2015,New York,Lincoln Chafee,"RT @leitihsu: I think we can all get behind this thought--AND the latest @HillaryClinton themed #bitmoji!

https://t.co/HiS7iy1o2Y http://t…"
426,Sat Sep 05 15:22:37 +0000 2015,New York,Lincoln Chafee,"Hillary, 20 years ago today: “It is no longer acceptable to discuss women's rights as separate from human rights.”
https://t.co/TNEXF8jZF4"
427,Sat Sep 05 15:10:12 +0000 2015,New York,Lincoln Chafee,RT @HillaryforNH: Portsmouth is getting ready to kick-off #NHWomen4Hillary! http://t.co/Y9m9tDJDlG
428,Sat Sep 05 13:49:35 +0000 2015,New York,Lincoln Chafee,"6 things you might not know about Hillary’s #Beijing20 speech, from conference attendee @finneyk: http://t.co/FbPRGiyG5F"
429,Sat Sep 05 12:22:11 +0000 2015,New York,Lincoln Chafee,RT @HillaryforNH: We're kicking off Women for Hillary in Portsmouth today with @JeanneShaheen and @HillaryClinton! Follow along using #NHWo…
430,Sat Sep 05 00:29:54 +0000 2015,New York,Lincoln Chafee,"Not everyone wanted Hillary to give her speech on combatting human rights abuses against women in Beijing. Watch:
https://t.co/1mLygMkqHA"
431,Fri Sep 04 22:40:45 +0000 2015,New York,Lincoln Chafee,"""Women's rights are human rights.” Make a statement—in 6 different languages—wherever you go: http://t.co/ofU2KVwDcU http://t.co/nocsrXPmWc"
432,Fri Sep 04 21:19:51 +0000 2015,New York,Lincoln Chafee,"Hillary está a punto de hablar en San Juan, Puerto Rico. Véanlo aquí: http://t.co/6F9CpL2pO2"
433,Fri Sep 04 18:30:11 +0000 2015,New York,Lincoln Chafee,"Hillary sat down with @mitchellreports to talk about everything from her emails to her vision for America. Watch:
https://t.co/oXOCQ9n4Lc"
434,Fri Sep 04 15:58:08 +0000 2015,New York,Lincoln Chafee,RT @mitchellreports: Next on @MSNBC: One-on-one with @HillaryClinton #ClintonExclusive http://t.co/t6xIX73B0X
435,Fri Sep 04 12:02:15 +0000 2015,New York,Lincoln Chafee,"""When Hillary Clinton cares deeply about something, she is more than willing to be bold and take risks."" http://t.co/IwRR3Kf01u #Beijing20"
436,Fri Sep 04 03:04:44 +0000 2015,New York,Lincoln Chafee,"What inspires Hillary about #Beijing20: how women around the world have taken up the call themselves. Watch:
https://t.co/XhMfCKO2aQ"
437,Fri Sep 04 02:21:25 +0000 2015,New York,Lincoln Chafee,"Whatever language you speak, you should feel welcome in America. http://t.co/atdAyenhnT"
438,Fri Sep 04 01:42:35 +0000 2015,New York,Lincoln Chafee,".@TheEllenShow Can't wait—but please, stop texting ""Clinton/DeGeneres"" slogan ideas."
439,Thu Sep 03 22:53:51 +0000 2015,New York,Lincoln Chafee,RT @RoderickHall96: @HillaryClinton I think I look great in a pink pants suit! http://t.co/aliIsn7BfE
440,Thu Sep 03 22:38:29 +0000 2015,New York,Lincoln Chafee,RT @mayaharris_: Celebrating @HillaryClinton's #Beijing20 speech with my new Bitmoji! http://t.co/fdvHHTtfbO
441,Thu Sep 03 21:58:45 +0000 2015,New York,Lincoln Chafee,"RT @MichelleWKwan: My @BitmojiApp to celebrate @HillaryClinton #Beijing20 speech ""Women's rights are human rights"" #Hillary2016 http://t.co…"
442,Thu Sep 03 21:41:45 +0000 2015,New York,Lincoln Chafee,RT @BrynneCraig: @BitmojiApp and @HillaryClinton just made my Thursday! #Beijing20 #Hillary2016 http://t.co/BEhHILlGbl
443,Thu Sep 03 21:17:44 +0000 2015,New York,Lincoln Chafee,Our friends at @BitmojiApp are marking the 20th anniversary of Hillary's speech in Beijing. Make yours today! http://t.co/GVEiNbiKbb
444,Thu Sep 03 19:53:29 +0000 2015,New York,Lincoln Chafee,"Meet ""ThxBox""—a personal thank you from Hillary. Get on the waiting list to find out more: http://t.co/VOXlYiycaI http://t.co/NntUpyTOgA"
445,Thu Sep 03 18:17:35 +0000 2015,New York,Lincoln Chafee,Marriage equality is the law of the land. Officials should be held to their duty to uphold the law—end of story. https://t.co/9WfxgULBga
446,Thu Sep 03 17:07:17 +0000 2015,New York,Lincoln Chafee,“I knew we were watching history being made.” What it was like to be there when Hillary stood up for women worldwide: http://t.co/8OCn3BW2x9
447,Thu Sep 03 16:43:31 +0000 2015,New York,Lincoln Chafee,RT @TheBriefing2016: .@marcorubio eliminaría @usedgov—¿qué les pasaría al millón de estudiantes Latinos que dependen de Pell Grants para ir…
448,Thu Sep 03 14:49:39 +0000 2015,New York,Lincoln Chafee,"RT @Marv_Vien: I remember reading about this in ""Living History"" as a student leader and becoming a life-long supporter. https://t.co/NnXid…"
449,Thu Sep 03 12:06:39 +0000 2015,New York,Lincoln Chafee,"""We should be saying that enough is enough.” Read Hillary's plan to address America’s substance use epidemic: http://t.co/t8sDgsOgZS"
450,Thu Sep 03 02:49:22 +0000 2015,New York,Lincoln Chafee,"“Women’s rights are human rights.” Watch Hillary say the words that are as true now as they were in 1995. #Beijing20
https://t.co/BtcIcXaiai"
451,Thu Sep 03 01:33:30 +0000 2015,New York,Lincoln Chafee,"Great news that the Iran Deal has enough votes; as POTUS, I would aggressively enforce it and counter Iran’s other malicious activities. -H"
452,Thu Sep 03 01:15:28 +0000 2015,New York,Lincoln Chafee,"RT @johnpodesta: SCOTUS says LGBT couples can marry. Officials should uphold the law. Period. What's next, Professor Rubio? http://t.co/0VL…"
453,Wed Sep 02 23:19:03 +0000 2015,New York,Lincoln Chafee,RT @mayaharris_: Forgive me for forgetting that this man is a doctor. Irresponsible and just plain wrong. https://t.co/sjBzBnxcTH
454,Wed Sep 02 22:30:34 +0000 2015,New York,Lincoln Chafee,“Our tribe learned the hard way that one-size-fits-all prevention programs don’t work.” http://t.co/gO9kNFeznv http://t.co/jvtO1ej6Vd
455,Wed Sep 02 21:03:36 +0000 2015,New York,Lincoln Chafee,"""We as a nation need to get over the fiction that willpower is the cure for a brain disease."" http://t.co/gO9kNFeznv http://t.co/KSqlV5s5CT"
456,Wed Sep 02 19:14:39 +0000 2015,New York,Lincoln Chafee,"""I rode with Hillary in her car to the conference hall."" Watch the story behind Hillary's iconic #Beijing20 speech:
https://t.co/sMD2k1UC04"
457,Wed Sep 02 18:20:57 +0000 2015,New York,Lincoln Chafee,"RT @SheldonforRI: I agree w/ @HillaryClinton: addiction is a disease, not a moral failing. Click here for more on her plan to help: http://…"
458,Wed Sep 02 16:51:39 +0000 2015,New York,Lincoln Chafee,"RT @Ann_OLeary: Participate live now in @HillaryClinton's FB Q&amp;A on substance use disorders, prevention and recovery w/ @mayaharris_ https:…"
459,Wed Sep 02 16:34:51 +0000 2015,New York,Lincoln Chafee,Starting now! Ask policy experts @mayaharris_ &amp; @sarasolow your questions: http://t.co/LtTRauX0kP https://t.co/Hk1uMgXVWQ
460,Wed Sep 02 16:08:26 +0000 2015,New York,Lincoln Chafee,"RT @JesseLehrich: ① Prevention
② Treatment
③ First Responders
④ Prescribers
⑤ Criminal Justice Reform

HRC's plan to fight addiction ➔ http…"
461,Wed Sep 02 15:44:14 +0000 2015,New York,Lincoln Chafee,How will Hillary address the substance abuse epidemic? Join @mayaharris_ and @sarasolow for a Q&amp;A today at 12:30 ET: http://t.co/LtTRauX0kP
462,Wed Sep 02 14:14:46 +0000 2015,New York,Lincoln Chafee,"RT @TheBriefing2016: When @JebBush says the federal government ""shouldn't be involved in gun laws,"" what exactly does that mean? Watch:
htt…"
463,Wed Sep 02 12:02:53 +0000 2015,New York,Lincoln Chafee,"“For too long, we have had a quiet epidemic on our hands.” Read Hillary’s plan to address drug and alcohol addiction: http://t.co/t8sDgswFBi"
464,Wed Sep 02 00:25:08 +0000 2015,New York,Lincoln Chafee,"Reviewing notes on the way to the conference, Hillary knew the #Beijing20 speech would be her most important yet:
https://t.co/sBIqqeWRyw"
465,Tue Sep 01 23:17:19 +0000 2015,New York,Lincoln Chafee,Magic hour in Iowa. 🌅 http://t.co/TqWgfbFsFL
466,Tue Sep 01 21:44:54 +0000 2015,New York,Lincoln Chafee,"Why is @GovHowardDean on Team Hillary? Her sense of justice, smart policies, and commitment to middle-class workers. http://t.co/1hx6ubnw1q"
467,Tue Sep 01 20:30:19 +0000 2015,New York,Lincoln Chafee,"RT @TheBriefing2016: .@jebbush @realDonaldTrump No need to fight, guys: you both agree that Hillary was a great SecState. We get it. http:/…"
468,Tue Sep 01 19:34:16 +0000 2015,New York,Lincoln Chafee,"RT @amysusack: I was only 1 year old, and @HillaryClinton was already fighting for me  https://t.co/cIyaowcsH0"
469,Tue Sep 01 18:26:22 +0000 2015,New York,Lincoln Chafee,".@GovHowardDean for Hillary: ""I want her compassion and leadership in the Oval Office.” http://t.co/1hx6ubF7q0"
470,Tue Sep 01 15:28:29 +0000 2015,New York,Lincoln Chafee,RT @red_scrubs: @HillaryClinton's snapchat though 🙌🏼 #amen http://t.co/esioTtQ7z2
471,Tue Sep 01 14:48:18 +0000 2015,New York,Lincoln Chafee,"Born September 1, 1933, Ann Richards was the 1st woman governor of TX in her own right—and a fighter for families. http://t.co/FYXCIEn4Fw"
472,Tue Sep 01 12:05:19 +0000 2015,New York,Lincoln Chafee,"In 1995, Hillary led the US delegation to the UN Women’s Conference, despite opposition. #Beijing20
https://t.co/FdV4cO6MYx"
473,Tue Sep 01 00:04:51 +0000 2015,New York,Lincoln Chafee,"20 years ago, Hillary gave her historic speech to the United Nations Women’s Conference. #Beijing20
https://t.co/aqf58ZbScH"
474,Mon Aug 31 22:06:44 +0000 2015,New York,Lincoln Chafee,Retweet if you agree. http://t.co/OjW9FBzlfm
475,Mon Aug 31 21:03:44 +0000 2015,New York,Lincoln Chafee,Read Hillary and @SenatorBaldwin’s op-ed on a bill to stop the revolving door between Wall Street and our government: http://t.co/XkUGfJqF3c
476,Mon Aug 31 19:30:34 +0000 2015,New York,Lincoln Chafee,RT @JeanneShaheen: Join me and @HillaryforNH in Portsmouth this Saturday to kick off #NHWomen4Hillary: http://t.co/hGzJGClK3L
477,Mon Aug 31 17:58:52 +0000 2015,New York,Lincoln Chafee,RT @TheBriefing2016: Read Hillary and @TammyBaldwin on how to stop the revolving door: http://t.co/9sOOXabt83 http://t.co/7q5C8Q0B0L
478,Mon Aug 31 15:03:47 +0000 2015,New York,Lincoln Chafee,Read Hillary and @SenatorBaldwin’s new op-ed on a bill that will help restore Americans' trust in government: http://t.co/XkUGfJqF3c
479,Mon Aug 31 12:02:49 +0000 2015,New York,Lincoln Chafee,RT @creynoldsnc: Jeanne Shaheen made history in New Hampshire. Now she's endorsed to help @HillaryClinton make history. http://t.co/nXGLmJC…
480,Mon Aug 31 00:48:24 +0000 2015,New York,Lincoln Chafee,"Watch Hillary say: “We have got to do something about gun violence in America—and I will take it on.”
https://t.co/9sbP4UHW41"
481,Sun Aug 30 23:11:40 +0000 2015,New York,Lincoln Chafee,We must expand access to health care &amp; education in rural areas. That’s the key to strong families &amp; strong futures. http://t.co/q9Qjhvyrtp
482,Sun Aug 30 17:24:27 +0000 2015,New York,Lincoln Chafee,http://t.co/pnVyoZkiLg
483,Sun Aug 30 15:53:00 +0000 2015,New York,Lincoln Chafee,RT @mayaharris_: The long road to #transgender equality… http://t.co/Au81DMk3y9 #LGBTrights
484,Sun Aug 30 13:51:57 +0000 2015,New York,Lincoln Chafee,"A big question from a small supporter in Iowa: How will Hillary get things done? See her answer:
https://t.co/GwveqoBuis"
485,Sat Aug 29 21:52:42 +0000 2015,New York,Lincoln Chafee,RT @lorellapraeli: .@ChrisChristie These are families like mine you're talking about. We're not packages.  https://t.co/3JhRZzZTDZ
486,Sat Aug 29 17:56:04 +0000 2015,New York,Lincoln Chafee,101-year-old Jerry—born before women had the vote—joined @TheDemocrats in Minneapolis yesterday for Hillary’s speech. http://t.co/kd2DnSiMWA
487,Sat Aug 29 15:03:00 +0000 2015,New York,Lincoln Chafee,A strong America depends on strong rural communities. Learn more: http://t.co/q9Qjhvyrtp http://t.co/5yV7w8nT07
488,Sat Aug 29 14:02:11 +0000 2015,New York,Lincoln Chafee,"Today, we remember those lost in Katrina &amp; recommit to finishing the work of rebuilding. No city should have to endure what NOLA endured. -H"
489,Sat Aug 29 03:12:41 +0000 2015,New York,Lincoln Chafee,"RT @mkotnc: Y'all, @HillaryClinton's snapchat story right now 😂💅💙"
490,Sat Aug 29 03:01:56 +0000 2015,New York,Lincoln Chafee,"RT @LSD_Esq: Lest we forget, today marks 60 years since the horrific, senseless  &amp; brutal murder of Emmett Till #BlackLivesMatter
http://t.…"
491,Sat Aug 29 01:08:20 +0000 2015,New York,Lincoln Chafee,"On this anniversary of the March on Washington, we honor those who fought for civil rights. We must commit to continuing the fight today."
492,Fri Aug 28 21:58:50 +0000 2015,New York,Lincoln Chafee,"""I want to let you know that as your president, I will first and foremost be a champion for our children.""—Hillary http://t.co/7mRxiFXQRl"
493,Fri Aug 28 20:47:36 +0000 2015,New York,Lincoln Chafee,"RT @LSD_Esq: In 1963, Dr. King shared his dream and Americans marched for freedom. Today, the struggle continues &amp; we march on. #MarchOnWas…"
494,Fri Aug 28 20:22:30 +0000 2015,New York,Lincoln Chafee,"For prosperity to be real and lasting, it has to take root in small towns and rural areas as well as urban ones. http://t.co/q9Qjhvyrtp"
495,Fri Aug 28 18:50:37 +0000 2015,New York,Lincoln Chafee,RT @StateDept: .@JohnKerry: We repeat our call on #Iran government to release Amir Hekmati on humanitarian grounds. Full statement: http://…
496,Fri Aug 28 18:04:49 +0000 2015,New York,Lincoln Chafee,"What Republicans are saying about women may be red meat in a GOP primary—but it's wrong in 21st-century America.
https://t.co/SrQVhKJVoq"
497,Fri Aug 28 17:11:27 +0000 2015,New York,Lincoln Chafee,"""If calling for equal pay and paid leave and women's health is playing the gender card, well, then, deal me in.""—Hillary"
498,Fri Aug 28 16:44:44 +0000 2015,New York,Lincoln Chafee,Live from the DNC: Hillary is speaking about strengthening the middle class and moving this country forward. Watch → http://t.co/IE1LPM7wca
499,Fri Aug 28 15:39:43 +0000 2015,New York,Lincoln Chafee,RT @LauraONeill36: Dads for Hillary! Making dials for @HillaryforNH with MY number one supporter! #Hillary2016 #thanksdad http://t.co/fNw6t…
500,Fri Aug 28 12:04:30 +0000 2015,New York,Lincoln Chafee,"Denying women access to health care might be good politics in a Republican primary, but it’s terrible policy in the real world."
501,Fri Aug 28 05:43:17 +0000 2015,New York,Lincoln Chafee,"May #ErikaPR bring enough rain to end the drought, but cuidado con los vientos. ¡Pensando en ustedes, Puerto Rico! -H"
502,Fri Aug 28 01:54:53 +0000 2015,New York,Lincoln Chafee,"""We've got to come to terms with hard truths about guns in America.""
https://t.co/Wf2SFrAZKb"
503,Thu Aug 27 23:52:03 +0000 2015,New York,Lincoln Chafee,Tome el quiz para ver cómo el plan de Hillary te bajaría los costos de la universidad. Textea UNIVERSIDAD a 47246. http://t.co/eNaE56diCf
504,Thu Aug 27 23:11:01 +0000 2015,New York,Lincoln Chafee,RT @UniPolitica: #TBT @HillaryClinton se presentó en su anuncio de campaña como una luchadora por la clase media http://t.co/SBDU4acnlC #De…
505,Thu Aug 27 22:37:28 +0000 2015,New York,Lincoln Chafee,"Politics are hard. But when it comes to gun violence, we cannot give up. We cannot sit by while more good people die. We must keep going."
506,Thu Aug 27 22:19:51 +0000 2015,New York,Lincoln Chafee,It makes no sense that bipartisan legislation supporting universal background checks failed despite overwhelming support from the public.
507,Thu Aug 27 22:07:16 +0000 2015,New York,Lincoln Chafee,A majority of Americans and a majority of gun owners support universal background checks.
508,Thu Aug 27 21:54:26 +0000 2015,New York,Lincoln Chafee,"We need commonsense reforms to keep weapons out of the hands of criminals, the violently unstable, domestic abusers, and terrorists."
509,Thu Aug 27 21:51:17 +0000 2015,New York,Lincoln Chafee,We lose people to gun violence every day. It’s time to come to grips with this.
510,Thu Aug 27 20:43:22 +0000 2015,New York,Lincoln Chafee,RT @brnkennedy: Our Runners for Hillary group went on a run with Chairman @johnpodesta this week! #Hillary2016 @HillaryforNV http://t.co/9b…
511,Thu Aug 27 18:26:51 +0000 2015,New York,Lincoln Chafee,@hey_jude34 @JollyScholar Very sweet—hopefully next time! Will brush up on the karaoke.
512,Thu Aug 27 16:44:44 +0000 2015,New York,Lincoln Chafee,http://t.co/q05u9Hjlgd
513,Thu Aug 27 15:11:01 +0000 2015,New York,Lincoln Chafee,"Hillary is laying out her vision for strengthening the middle class in Cleveland, Ohio. Watch live: http://t.co/nWCT1TLc2x"
514,Thu Aug 27 12:04:34 +0000 2015,New York,Lincoln Chafee,"""We are smart enough—compassionate enough—to figure out how to balance legitimate Second Amendment rights with preventive measures.""—Hillary"
515,Thu Aug 27 02:54:53 +0000 2015,New York,Lincoln Chafee,"RT @LSD_Esq: Forever grateful for the life &amp; sacrifice of the matriarch of the voting rights movement, Amelia Boynton Robinson. http://t.co…"
516,Thu Aug 27 01:33:04 +0000 2015,New York,Lincoln Chafee,"Equal pay, paid leave, childcare: These aren't just ""women's issues,"" they're family issues and economic issues. #WomensEqualityDay"
517,Thu Aug 27 01:06:08 +0000 2015,New York,Lincoln Chafee,"We need to recognize that quality, affordable childcare is not a luxury–it's a growth strategy. #WomensEqualityDay"
518,Thu Aug 27 00:45:29 +0000 2015,New York,Lincoln Chafee,No woman should have to go back to work 24 hours after giving birth. #WomensEqualityDay
519,Thu Aug 27 00:24:01 +0000 2015,New York,Lincoln Chafee,The United States is the only country in the developed world without guaranteed paid leave. This needs to change. #WomensEqualityDay
520,Thu Aug 27 00:05:16 +0000 2015,New York,Lincoln Chafee,Too many women still earn less than men on the job—and women of color often lose out the most. This needs to change. #WomensEqualityDay
521,Wed Aug 26 23:38:45 +0000 2015,New York,Lincoln Chafee,"95 years ago, Henrietta fought for women's right to vote. Her granddaughter wrote us a letter: http://t.co/bFiDVCgyVv http://t.co/z8Zca9fnBW"
522,Wed Aug 26 22:23:25 +0000 2015,New York,Lincoln Chafee,"""A strong America depends on strong rural communities."" Read Hillary's plan: http://t.co/q9Qjhvyrtp http://t.co/ZSFgZabwHX"
523,Wed Aug 26 20:42:53 +0000 2015,New York,Lincoln Chafee,"""We have got to do something about gun violence in America.""
https://t.co/L3xZHMUTVZ"
524,Wed Aug 26 17:42:57 +0000 2015,New York,Lincoln Chafee,RT @HillaryforIA: LIVE: Click here to watch Hillary and Tom Vilsack now! → http://t.co/TvdUPICVXA
525,Wed Aug 26 15:34:51 +0000 2015,New York,Lincoln Chafee,"Heartbroken and angry. We must act to stop gun violence, and we cannot wait any longer. Praying for the victims' families in Virginia. -H"
526,Wed Aug 26 12:07:50 +0000 2015,New York,Lincoln Chafee,"""Hillary Clinton has the right policies to strengthen and expand the middle class.""—Former Iowa Governor Tom Vilsack http://t.co/l3BTNlQjCQ"
527,Wed Aug 26 01:31:21 +0000 2015,New York,Lincoln Chafee,Before midnight: Last chance to pitch in and have your name added to the new Donor Wall at HQ!→http://t.co/YK25oJk0RY http://t.co/GQq3Xcr9Pd
528,Wed Aug 26 00:10:16 +0000 2015,New York,Lincoln Chafee,“Hillary Clinton is not new to the fight for middle class families.” —Former Iowa Governor Tom Vilsack http://t.co/l3BTNlQjCQ
529,Tue Aug 25 23:01:37 +0000 2015,New York,Lincoln Chafee,Tome el quiz para ver cómo el plan de Hillary te bajaría los costos de la universidad. Textea UNIVERSIDAD a 47246. http://t.co/HU5hzD9C76
530,Tue Aug 25 20:59:10 +0000 2015,New York,Lincoln Chafee,"RT @TheBriefing2016: When Jeb talks about defunding Planned Parenthood, he's talking about blocking millions from lifesaving health care. h…"
531,Tue Aug 25 19:18:45 +0000 2015,New York,Lincoln Chafee,"""AmeriCorps is a...cost-effective solution to some of our nation’s most pressing issues."" Hillary wants to expand it: http://t.co/u0wPP0s9fs"
532,Tue Aug 25 18:22:26 +0000 2015,New York,Lincoln Chafee,"RT @finneyk: Jeb's ideas are dangerous for women's health: he says @ppfa services like Pap smears, prenatal care &amp; STI screenings aren't wo…"
533,Tue Aug 25 17:01:45 +0000 2015,New York,Lincoln Chafee,"Reminder: Jeb isn't the only Republican who wants to defund Planned Parenthood. Hillary's message to all of them:
https://t.co/aayHEMCfNl"
534,Tue Aug 25 15:54:37 +0000 2015,New York,Lincoln Chafee,"What does Jeb think cancer screenings, STI tests and treatments, birth control, and prenatal care are?
https://t.co/30CMcxokfW"
535,Tue Aug 25 15:31:20 +0000 2015,New York,Lincoln Chafee,"Jeb is just wrong.

✔️ 2.7 million patients for
✔️ 900K cancer screenings and
✔️ 4.5M STI tests and treatments/year https://t.co/dpbWI0jn1E"
536,Tue Aug 25 14:01:33 +0000 2015,New York,Lincoln Chafee,RT @HillaryforIA: Check out what Hillary's College Compact could save YOUR family here in Iowa → http://t.co/4olmEtLzAZ http://t.co/Y6bmEND…
537,Tue Aug 25 12:03:53 +0000 2015,New York,Lincoln Chafee,"How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They don't.
https://t.co/dSPxK07bEC"
538,Tue Aug 25 00:58:36 +0000 2015,New York,Lincoln Chafee,"Purging 34,000+ voters from Kansas elections is no administrative rule—it's a targeted attack on voting rights. http://t.co/gz5VZPjMrB"
539,Mon Aug 24 23:03:23 +0000 2015,New York,Lincoln Chafee,"¿Pueden adivinar cuál es la diferencia entre Donald Trump y Jeb Bush sobre el tema migratorio? Nosotros no.
https://t.co/Jy5kFpY56o"
540,Mon Aug 24 22:36:58 +0000 2015,New York,Lincoln Chafee,RT @TheBriefing2016: Did you miss @brianefallon's tweetstorm debunking the email attacks? Get the facts: http://t.co/EYj9qSwYlZ
541,Mon Aug 24 21:29:11 +0000 2015,New York,Lincoln Chafee,"RT @TheBriefing2016: He may not have Trump’s pizzazz, but when it comes to ideas on immigration, Jeb may as well be the same candidate.
htt…"
542,Mon Aug 24 20:36:54 +0000 2015,New York,Lincoln Chafee,"RT @mintimm: Whether he meant Latinos, Asians, or other immigrants he's just WRONG https://t.co/9nCdWlZM5h"
543,Mon Aug 24 19:03:30 +0000 2015,New York,Lincoln Chafee,RT @brandonspeak: This is what a progressive candidate on education sounds like. #Hillary2016  https://t.co/3qF2DBXeU3
544,Mon Aug 24 15:57:19 +0000 2015,New York,Lincoln Chafee,Making being a nerd look cool since 1965. Happy #firstdayofschool to everyone starting today! http://t.co/q59lMx1JGb
545,Mon Aug 24 12:12:11 +0000 2015,New York,Lincoln Chafee,"RT @TheBriefing2016: .@BrianEFallon answers tweets about the email ""scandal"" in (slightly more than) 140 characters.
https://t.co/oCwtRMnYhI"
546,Mon Aug 24 01:41:41 +0000 2015,New York,Lincoln Chafee,College must be affordable to everyone. It's one of the single biggest ways we can raise incomes. http://t.co/A4pWb3fOf4
547,Mon Aug 24 01:32:29 +0000 2015,New York,Lincoln Chafee,"Not one of the 17 GOP candidates has discussed how they'd address the rising cost of college. Disappointing, but not surprising."
548,Mon Aug 24 01:24:01 +0000 2015,New York,Lincoln Chafee,"We need to help students who are also parents. When you help parents get an education, you're also helping their children."
549,Mon Aug 24 01:15:49 +0000 2015,New York,Lincoln Chafee,Millions of borrowers who already have student debt should be able to refinance it at lower rates.
550,Mon Aug 24 01:08:45 +0000 2015,New York,Lincoln Chafee,We must make community colleges tuition-free across America.
551,Mon Aug 24 01:00:04 +0000 2015,New York,Lincoln Chafee,No student should have to borrow money to pay tuition at a public college.
552,Sun Aug 23 16:49:51 +0000 2015,New York,Lincoln Chafee,It’s never too early to start asking the tough questions. In case you missed it: http://t.co/OVemv3pN3U
553,Sun Aug 23 15:50:03 +0000 2015,New York,Lincoln Chafee,"Shop the HFA pop-up shop today at @bkflea! For a preview of items for sale, visit the online store: http://t.co/e8PmDiZNKQ"
554,Sun Aug 23 15:20:42 +0000 2015,New York,Lincoln Chafee,RT @LSD_Esq: We remember and honor the strength &amp; faith of NOLA. 10 years ago a community was battered but not broken. We will never forget…
