,date_time,location,name,text
868,Mon Apr 21 17:17:51 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIPTA_RI: Grab your e-waste and join RIPTA, ecoRI environmental news and the Green Penguin, Inc.. at Whole Foods Market... http://t.co/…"
869,Mon Apr 21 17:07:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @VAAdaptiveSport: Messages from across America, The #prayercanvasusa is visited by thousands today at the #BostonMarathon http://t.co/z4…"
870,Mon Apr 21 15:53:38 +0000 2014,Rhode Island,Hillary Rodham Clinton,Statement on Passing of Nuala Pell: http://t.co/evssMG3EKE
871,Thu Apr 17 16:34:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,Many thanks to Anchor Recovery Center in Pawtucket for hosting and also to those who attended.
872,Thu Apr 17 16:25:10 +0000 2014,Rhode Island,Hillary Rodham Clinton,This morning state officials highlighted Rhode Island's ongoing actions to combat drug addiction &amp; promote treatment. http://t.co/xX74JSCOHk
873,Wed Apr 16 14:16:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @URI_Leadership: Inclusive Leadership in action! @LincolnChafee at the groundbreaking for the @URI_LGBTQ Center! http://t.co/10wQIktz1N
874,Tue Apr 15 21:56:24 +0000 2014,Rhode Island,Hillary Rodham Clinton,Thank you @RIDOTNews for the tour of the Warwick facility this afternoon. http://t.co/e1oiIuqgdG
875,Tue Apr 15 17:30:52 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: According to @NWSBoston, heavy rainfall is on the way &amp; will enter RI around 4pm. #RIwx http://t.co/GG5x8FuTeq"
876,Tue Apr 15 17:30:38 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has issued a Flood Watch for all of RI to be in effect til Wed morning  http://t.co/tCFSe4VOCd #RIwx
877,Mon Apr 14 16:31:39 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @rigov: DEM Recruiting Certified Lifeguards for State Beaches and Parks: Lifeguards Particularly Needed for Sta... http://t.co/HCjVy5S9d…
878,Sun Apr 13 21:07:34 +0000 2014,Rhode Island,Hillary Rodham Clinton,She was a remarkably talented and caring woman who has left her mark throughout our state.
879,Sun Apr 13 21:05:41 +0000 2014,Rhode Island,Hillary Rodham Clinton,My sincere condolences to the Pell Family as we celebrate the many accomplishments of Nuala Pell.
880,Fri Apr 11 16:59:15 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @risd: .@LincolnChafee at #risd awarding @RI_STAC Research Grants #steam http://t.co/8R8DDdCFCF
881,Fri Apr 11 16:58:50 +0000 2014,Rhode Island,Hillary Rodham Clinton,Pleased to have met the recipients of the 2014 Rhode Island Research Alliance Collaborative Research Grants http://t.co/mXMJqYfuGx
882,Thu Apr 10 16:09:02 +0000 2014,Rhode Island,Hillary Rodham Clinton,Award-Winning Local Rhode Island Film Company Secures Ten Picture Movie Deal with Universal and Screen Media http://t.co/4WVpIpt5NZ
883,Wed Apr 09 21:45:31 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIDOTNews: Tonight on I-95 South at I-195 &amp; the off-ramp to Eddy St in #Providence we'll have lane closures for a bridge inspection fro…
884,Tue Apr 08 17:09:02 +0000 2014,Rhode Island,Hillary Rodham Clinton,Please visit http://t.co/FPm5kba142 for the information you’ll need to make an informed choice about organ donation. http://t.co/XlMVRVRDWF
885,Tue Apr 08 17:06:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,Happy to proclaim April ‘Donate Life Month’. http://t.co/6NppUcSaQD
886,Tue Apr 08 14:36:54 +0000 2014,Rhode Island,Hillary Rodham Clinton,"it is another thing to commit oneself positively and actively to the idea of integration - Reverend Dr. MLK, Jr. http://t.co/ZKBd9GYleF"
887,Tue Apr 08 14:35:16 +0000 2014,Rhode Island,Hillary Rodham Clinton,It is one thing to agree that the goal of integration is morally and legally right...
888,Tue Apr 08 14:33:03 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Through this agreement, RI will remove barriers, expand opportunity &amp; lead the country towards a more inclusive &amp; diverse workforce &amp;society"
889,Tue Apr 08 14:06:46 +0000 2014,Rhode Island,Hillary Rodham Clinton,Reviewing info regarding landmark consent decree between @TheJusticeDept &amp; RI w/ @CraigStenning and DOJs Marc DeSisto http://t.co/4QHVkzoYHa
890,Tue Apr 08 12:48:51 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: @NWS issued a Flood Advisory for Kent, Newport &amp; Washington Counties til 10:15am due to urban &amp; small stream flooding h…"
891,Mon Apr 07 16:26:53 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIPTA_RI: ALL ABOARD! RIPTA is offering EXPRESS bus service to Pawtucket Red Sox (PawSox) baseball games every Sunday this... http://t.…
892,Mon Apr 07 14:24:00 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: #GetInvoled. This week is National Volunteer Week! Give back to your community by finding a volunteer opportunity http:…
893,Wed Apr 02 15:29:13 +0000 2014,Rhode Island,Hillary Rodham Clinton,T.F. Green Airport announces new services and enhancements with a focus on customer service http://t.co/nhxQQrJB5q
894,Tue Apr 01 13:59:34 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended the Flood Warning for the Pawtuxet River at Cranston until 2am Wed. http://t.co/AOSMKm1T7a… #RIWx
895,Tue Apr 01 13:59:31 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended the Flood Warning for the Pawcatuk River at Westerly until 8pm Thurs. http://t.co/jK2aeeSczk #RIwx
896,Mon Mar 31 18:23:12 +0000 2014,Rhode Island,Hillary Rodham Clinton,Happy to visit students at Pleasant View Elementary this afternoon http://t.co/CXWCs9LptA
897,Mon Mar 31 18:01:18 +0000 2014,Rhode Island,Hillary Rodham Clinton,Mar31-Apr4 is #Educationawarenessweek Pleased to welcome @JARhodeIsland &amp; @TFARhodeIsland students to the State House http://t.co/UAG84xCjbt
898,Mon Mar 31 17:56:31 +0000 2014,Rhode Island,Hillary Rodham Clinton,Capt. Tayo and his crew aboard the M.V. Cosmos Ace delivered the first #Hondas to @port_davisville this morning http://t.co/buYEFjjsGs
899,Mon Mar 31 14:29:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended the Flood Warning for the Pawcatuck River at Wood River Jct until 2am Wed. http://t.co/AVpPDdsrbG #RI…
900,Mon Mar 31 14:29:14 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended the Flood Warning for the Blackstone River at Woonsocket until 1am Tues. http://t.co/kMqSjZ9gKL #RIwx
901,Sun Mar 30 21:03:35 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended the Flood Warning for Washington County until 8am Mon. http://t.co/RsnY5bEwgd #RIwx
902,Sun Mar 30 16:04:30 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: @NWS has issued an Areal Flood Warning for Kent, Providence &amp; Washington Counties until 5:45pm http://t.co/A1Pdpd1KIC"
903,Sun Mar 30 16:02:34 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has extended Flood Warning for Kent &amp; Providence Counties until 6pm. http://t.co/mlTYZUGdDy
904,Sun Mar 30 15:14:49 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: Flood Warning for Rhode Island: RIEMA NEWS

For Use:Immediately

Date:March 30, 2014

National Weather Serv... http://t…"
905,Sun Mar 30 13:13:50 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: Flash Flood Warning issued for most of RI til 11:45am. Don't drive through flooded roads. Find alternate routes http://…
906,Sun Mar 30 12:14:42 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: Flood Warning has been issued for Kent &amp; Providence Counties due to Pawtuxet River rising above minor flood stage. http…
907,Thu Mar 27 20:33:57 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RICNews: Prof. Emeritus J. Stanley Lemons on Roger Williams' fact/fiction at free lecture tonight, 7 p.m.,Forman CenterRoom C. http://t…"
908,Thu Mar 27 20:09:05 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @GovMalloyOffice: On the phone with @VP Biden, who called to offer congratulations for approving the minimum wage bill. #RaiseTheWage ht…"
909,Thu Mar 27 20:08:43 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @WhiteHouse: CT just voted to raise its minimum wage to $10.10.

RT if you agree it's time to #RaiseTheWage for all Americans. http://t.…"
910,Thu Mar 27 15:23:32 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @KenBurns: RI Governor @LincolnChafee adds his Gettysburg Address @TheAddressPBS @PBS http://t.co/gSN93tped9
911,Thu Mar 27 15:19:38 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @fosterforward: @LincolnChafee recognizes the brave families telling their stories about DCYF's Family Care Community Partnerships! http…
912,Wed Mar 26 17:56:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS Wind Advisory is still in effect for all of RI until 8 pm http://t.co/CJDDpkHS6Y #RIwx
913,Wed Mar 26 17:30:17 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @LtGovRoberts: Do you know someone who needs to #GetCovered? There is still time to sign up for coverage at @HealthSourceRI. http://t.co…
914,Tue Mar 25 22:58:35 +0000 2014,Rhode Island,Hillary Rodham Clinton,Congratulations to Speaker Nicholas A. Mattiello w/whom I look forward to working to continue supporting education and workforce development
915,Tue Mar 25 18:35:48 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIPTA_RI: RIPTA PREPARES FOR EAST COAST WINTER STORM. 
Details here:... http://t.co/EsVUMeuMLi"
916,Tue Mar 25 17:37:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @randyrisca: Work of artists with disabilities shine @risca1967 annual Sherlock Art Show. Thanks @LtGovRoberts and VSA arts RI http://t.…
917,Tue Mar 25 16:46:29 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @FRCA_RI: Check out #SafetoSleepRI campaign by @RIHEALTH https://t.co/DzFz2MwECq
918,Tue Mar 25 12:29:42 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: Hazardous Weather Outlook for all of RI &amp; a Winter Storm Watch for Newport County starting tonight into Wed morning. ht…
919,Mon Mar 24 22:50:16 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @jimlangevin: ICYMI: RI is getting $7M to improve emergency preparedness @SenJackReed @SenWhitehouse @davidcicilline (via @projo) http:/…
920,Mon Mar 24 15:20:40 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @HealthSourceRI: #Getcovered today at the Westerly Library. We're there until 2 p.m. Come by for free enrollment help!
921,Mon Mar 24 15:00:16 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIKidsCount: Where will YOU be in exactly 2 weeks? Join us at our 20th annual Factbook Breakfast on 4/7! RSVP required http://t.co/2OJk…
922,Sun Mar 23 20:34:14 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @SenJackReed: Congrats @FriarsHockey @CoachLeaman on making it back to @NCAA tournament. Good luck on Friday! #GoFriars #FrozenFour http…
923,Fri Mar 21 18:12:32 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @leeannbyrne: ICYMI (which you likely did): picture of @LincolnChafee with Sesame Street characters, from the NewsLINC today #TGIF http:…"
924,Fri Mar 21 12:45:11 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @TheProvCenter: Today @ 12 at Kent County YMCA learn more about overdose, addiction &amp; recovery at the 1st of our public forums http://t.…"
925,Fri Mar 21 00:54:13 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @SenJackReed: 2014 report by @MfrsNews shows #RI added 1,045 manufacturing jobs in 2013, an increase of 1.8% - first recorded increase s…"
926,Thu Mar 20 20:27:34 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @URINews: We like every season at #URI, but there's something about the first day of spring after a long winter that we love. http://t.c…"
927,Thu Mar 20 16:03:59 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIPTA_RI: RIPTA RECEIVES $1.6 MILLION SANDY RESILIENCY GRANT TO STRENGTHEN NEWPORT GATEWAY CENTER http://t.co/mnSyEOZEoy
928,Thu Mar 20 16:02:34 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: During a flood: Turn off all utilities at the main power switch and close the main gas valve if advised to do so. #Floo…
929,Thu Mar 20 14:52:27 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIHEALTH: Does your baby sleep safely? Join our campaign! http://t.co/BbYHeLy0uL #SafetoSleepRI http://t.co/31bTI4KRzl
930,Thu Mar 20 14:51:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,Governor's Workforce Board is allocating $1.5 million to improve skills of nearly 5K workers at 68 RI companies: http://t.co/ufwgiAOdWU
931,Thu Mar 20 14:33:17 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @MFGRI: @MFGRI RIMA will be offering assistance with the unemployed from the close of the #CentralFalls lighting co. @LincolnChafee @Jam…
932,Thu Mar 20 13:43:54 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @OurBackyardRI: Excitement in #ourbackyardri! See why Providence ranks first among 117 mid-sized cities  http://t.co/MWMUYJ5ntP
933,Thu Mar 20 00:14:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @WhiteHouse: Raising the minimum wage would help more than 28 million workers. See how many live in your state → http://t.co/7E4aEhPSS6 …
934,Wed Mar 19 21:56:56 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @LaborSec: Millions of workers like Alicia just want the dignity of being able to provide for their families: http://t.co/reKlhQgD1S #Ra…
935,Wed Mar 19 20:49:14 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @ribridgejobs: Internships can be a pathway to a new career for adults. Post internship opportunities for unemployed adults at http://t.…
936,Wed Mar 19 20:18:35 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Pleased to participate in this year's @MarchofDimes Advocacy Day to advance health of women, children and families http://t.co/OJTuaB00oB"
937,Wed Mar 19 16:46:46 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @CVSCaremarkFYI: It's @TobaccoFreeKids’ #KickButtsDay. Nationwide, kids are fighting back against #tobacco. RT to show your support! htt…"
938,Wed Mar 19 16:44:24 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @CommerceRI: On 4/9 @CommerceRI ‘s PTAC program will offer a construction networking event. http://t.co/RQEBhwmDYE
939,Wed Mar 19 16:43:39 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @SenWhitehouse: Today the Obama Administration launched http://t.co/VPEZ2TJshN, a new site w/ important info on #climate change &amp; sea le…"
940,Wed Mar 19 16:28:14 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @SailorsforSea: The evidence is overwhelming #climatechange #oceanacidification via @upwell http://t.co/mqQT1a13Nc http://t.co/f9301iMDLW
941,Wed Mar 19 01:14:02 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @MissAmerica: So honored to be a part of signing the Proclamation with Rhode Island Governor, Lincoln D. Chafee,… http://t.co/Xcc7cQ6zDg"
942,Wed Mar 19 01:07:19 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @YearUpPRO: We know some local, motivated TALENT lining up to welcome @GreencoreGroup #Quonset http://t.co/64qYOSQQuT"
943,Wed Mar 19 00:11:18 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @SenWhitehouse: Welcome to #RI, @GreencoreGroup! Glad to see new investment in @QuonsetRI and new jobs for the Ocean State. http://t.co/…"
944,Tue Mar 18 22:17:51 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @eng6511: @LincolnChafee thx for your support @QuonsetRI today!
945,Tue Mar 18 21:24:07 +0000 2014,Rhode Island,Hillary Rodham Clinton,Celebrating this @QuonsetRI milestone w/business leadership and Congressman @JimLangevin http://t.co/XABH0HK643
946,Tue Mar 18 20:45:46 +0000 2014,Rhode Island,Hillary Rodham Clinton,.@QuonsetRI &amp; @GreenCoreGroup USA are mapping out new jobs for Rhode Island http://t.co/frmDEcZupq
947,Tue Mar 18 20:42:40 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @jimlangevin: It's great to be here with Steve King of QDC and Greencore CEO Liam McClennon to talk growing jobs in @QuonsetRI http://t.…
948,Tue Mar 18 15:12:08 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @Tech_Collective: At Dr. Ed Bozzi's @URI_Providence #biotech class talking about the RI industry and opportunities! http://t.co/tJOpU94v…
949,Tue Mar 18 14:35:39 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @hwri: ""With the new day comes new strength and new thoughts."" - Eleanor Roosevelt; a thought to get your Tuesday morning going! #GoTeam"
950,Tue Mar 18 13:49:14 +0000 2014,Rhode Island,Hillary Rodham Clinton,Nearly 400 new jobs to RI = indication of how investing in assets like @QuonsetRI grows resources within our state: http://t.co/dAvOGxQyAo
951,Tue Mar 18 13:33:40 +0000 2014,Rhode Island,Hillary Rodham Clinton,Congratulations to @QuonsetRI &amp; @GreencoreGroup USA for new investment in Rhode Island workforce at Quonset Business Park
952,Tue Mar 18 13:27:29 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @eng6511: Excited to move the development of @QuonsetRI one step further today!
953,Mon Mar 17 21:01:09 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIHEALTH: HEALTH Reports Significant Drops in RI Childhood Lead Poisoning Rates: PROVIDENCE:  Two hundred twenty-five fe... http://t.co…
954,Mon Mar 17 20:59:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Pleased to welcome Nina Davuluri, 2014 @MissAmerica, to RI today to celebrate Diversity &amp; Inclusion Awareness Week http://t.co/teccZ7RyyV"
955,Mon Mar 17 16:25:39 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @HealthSourceRI: Looking to enroll? Visit our temporary Contact Center at 250 A Centerville Rd in Warwick (Summit Office Park). Open tod…
956,Mon Mar 17 12:57:59 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @BroadbandRI: Gov @LincolnChafee Signing of His Proclamation on ""Diversity &amp; Inclusion Awareness Week"" tonight at 5pm. Fantastic! #digit…"
957,Mon Mar 17 12:52:07 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @CommerceRI: Clean energy job announcement total for the 4Q ranked 6th in the U.S. according to Environmental Entrepreneurs. http://t.co…
958,Sun Mar 16 14:03:44 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: This week is Flood Safety Awareness Week. Look for tweets with #FloodSafetyWeek for preparedness tips for before, durin…"
959,Sun Mar 16 13:07:02 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @providencecol: BIG EAST CHAMPS = FRIARS! PC stuns Creighton 65-58. See you next week at the Big Dance! #pcbb #gofriars #heartandsoul
960,Sat Mar 15 19:39:44 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @WhiteHouse: ""Our economy grows best from the middle out, when growth is more widely shared."" —Obama: http://t.co/hv0B7P0BLu #Opportunit…"
961,Fri Mar 14 19:12:17 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIKidsCount: ""All families deserve access to high quality child care."" @SenJackReed #CCDBG #Care4Kids"
962,Fri Mar 14 17:18:27 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @NECAPNews: @GovMalloyOffice @LincolnChafee @GovPeterShumlin TY for working to protect #SNAP cuts for vulnerable NE residents. http://t.…
963,Fri Mar 14 16:17:32 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @USFWSEndsp: Happy 111th bday to @USFWSRefuges! Thanks for providing a safe haven for over 280 endangered or threatened species across t…
964,Fri Mar 14 12:41:55 +0000 2014,Rhode Island,Hillary Rodham Clinton,No-cost extension from @usedgov extends grand period of critical Race to the Top funds supporting Rhode Island's students and educators
965,Thu Mar 13 12:49:08 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIHEALTH: Michelle Obama, Governor Chafee, and Director of Health Urge Cities and Towns to Join Let's Move!: First Lady ... http://t.co…"
966,Thu Mar 13 12:47:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @NWSBoston: Be careful if traveling this morning as conditions can become slippery &amp; visibilities become reduced at times.
967,Thu Mar 13 02:02:23 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @nationalgridus: We’re here to help. Keep our emergency numbers handy. Call 1-800-465-1212 for MA&amp; RI and 1-800-867-5222 for NY. #MA #RI…
968,Thu Mar 13 02:02:02 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RhodeIslandEMA: Roads expected to quickly freeze over throughout the evening, making driving conditions slick. Please use caution &amp; avo…"
969,Wed Mar 12 20:44:32 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @gaylegoldin: We are honoring our national board certified teachers in @RISenate - standing room only. Congrats to all! http://t.co/jHrA…
970,Wed Mar 12 20:00:12 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RhodeIslandEMA: @NWS has issued a Winter Weather Advisory for most of RI to be in effect from 10pm - 12pm Thurs due to rain/snow mix ht…
971,Wed Mar 12 00:05:04 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @ASAging: Big applause at the announcement that @CVSCaremarkFYI will stop selling tobacco products in its stores Oct of this year. #AiA14
972,Tue Mar 11 23:55:48 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @LaborSec: Tomorrow #MinWage workers and I are heading to the Hill to call on Congress to #RaiseTheWage. Hear their stories: http://t.co…
973,Tue Mar 11 22:44:22 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @learningcommty: Mayor @JamesDiossa &amp; @LincolnChafee congratulate Learning Community on our 10th &amp; invite everyone to visit! #edchatri h…
974,Tue Mar 11 13:53:10 +0000 2014,Rhode Island,Hillary Rodham Clinton,We've launched a new comprehensive Division of Municipal Finance Website w/first fire district survey in 50 years: http://t.co/EmXWoMtw1C
975,Tue Mar 11 02:29:23 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @NatlParkService: There are more than 400 national parks &amp; even more ways that you can help. Find an opportunity at a park near you. htt…
976,Tue Mar 11 00:08:09 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @SenWhitehouse: Congress needs to wake up and take action on climate change. RT if you agree. #Up4Climate http://t.co/sDADJAZ47y
977,Mon Mar 10 22:08:35 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @sierraclub: Sierra Club volunteers visited @SenWhitehouse today to show our support as he gets ready for a long night #Up4Climate http:…
978,Mon Mar 10 22:06:40 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @OurBackyardRI: More national press for #ourbackyardri. @betaspring makes list of best launching pads for new tech businesses http://t.c…
979,Mon Mar 10 22:05:36 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @CDL_RI: Thank you @LincolnChafee for taking time out of your busy schedule to speak with our students and tour our facility http://t.co…
980,Mon Mar 10 13:52:52 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Continued ""heat and eat"" benefit ensures RI's most vulnerable residents have sustained support from SNAP program: http://t.co/YvpecOVimM"
981,Sat Mar 08 16:58:21 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @USGS: It's Intl #WomensDay. Celebrate #Womeninscience all March!  Meet ecologist Ginger Garrison http://t.co/e8LRcHXjd9 http://t.co/i6U…
982,Sat Mar 08 16:41:37 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @NOAA: See @Readygov site for emerg. #preparedness tips &amp; .@NWS #weather.gov for forecasts and warnings. #WeatherReadyNation #BeAForce
983,Sat Mar 08 15:29:00 +0000 2014,Rhode Island,Hillary Rodham Clinton,".@BrownUniversity to discuss bridging partisan divide w/@GovernorHassan, @GovernorMarkell &amp; @GovPeterShumlin http://t.co/6wXNSm8ZOA"
984,Sat Mar 08 15:14:38 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @BrownUniversity: Livestream Today 10am: Bridging the Great Divide: Politics, Polarization &amp; Progress in the 21st Century America http:/…"
985,Sat Mar 08 15:14:26 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @the_herald: Alumni governors to speak in Salomon at the first event of the President's Colloquium #Brown250 http://t.co/RH6r7OPUCL
986,Sat Mar 08 15:12:25 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIRedCross: When you ""spring ahead"" for Daylight Saving Time, remember to change batteries in smoke alarms! More: http://t.co/751MPVJwLR"
987,Sat Mar 08 15:09:07 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @BCBSRI: @LincolnChafee and @RIBHDDH declare today Get Covered Day in the Ocean State. Don't forget to #getcovered! http://t.co/Vyi1Jz3m…
988,Sat Mar 08 00:29:38 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @BrownUniversity: Fireworks from the roof of University Hall - photo by hmirmaid #Brown250 http://t.co/X4ntAPYcRS
989,Sat Mar 08 00:27:36 +0000 2014,Rhode Island,Hillary Rodham Clinton,Honored to award @GovMalloyOffice w/@WheelerSchool's Hamilton Lifetime Achievement for overcoming learning difference http://t.co/UB9LmOM71F
990,Fri Mar 07 20:21:58 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Celebrating @BrownUniversity's 250th birthday w/@WorldBank President Jim Kim, @RepDanMaffei &amp; Rep. @DavidCicilline http://t.co/esJtScFLtw"
991,Fri Mar 07 20:11:10 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @GovernorOMalley: Nobody who works full time should have to raise their family in poverty. I urge the Senate to join the House and vote …
992,Fri Mar 07 19:08:45 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @BrownUniversity: The campus is excited for @worldbank President Jim Kim's lecture at #Brown250 https://t.co/g3puHjqqdH
993,Fri Mar 07 15:04:06 +0000 2014,Rhode Island,Hillary Rodham Clinton,"Speaking w/students about Black history, legacy of Civil Rights at Providence's MLK, Jr. Elementary School http://t.co/YYxV8GenVd"
994,Fri Mar 07 14:16:08 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @HealthSourceRI: Need help enrolling? RI's network of Navigators can help you #getcovered by March 31 Learn more: http://t.co/TiFymGFRxC
995,Fri Mar 07 13:13:19 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @DrFriedenCDC: @RIHospital Thanks for sharing! Improving hospital prescribing practices key to preventing antibiotic resistance. http://…
996,Thu Mar 06 19:34:47 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIBHDDH: Governor Chafee Announces RI Get Covered Day. BHDDH joins local organizations to promote the event. #GetCovered
997,Thu Mar 06 18:42:46 +0000 2014,Rhode Island,Hillary Rodham Clinton,Welcoming home these RI patriots whom we thank for their service to our state and country  @RINationalGuard http://t.co/FEhhajDi1g
998,Thu Mar 06 18:07:58 +0000 2014,Rhode Island,Hillary Rodham Clinton,RT @RIStatePolice: Tyler named honorary @RIStatePolice Trooper by Col. O'Donnell &amp; Governor of RI for a day by Gov. @LincolnChafee @TylersT…
999,Thu Mar 06 17:42:05 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @RIFoundation: .@BryantUniv, Health is one of our priorities. We hope our grant for Professor Reid's C.diff. research will keep RI'ers h…"
1000,Thu Mar 06 16:15:57 +0000 2014,Rhode Island,Hillary Rodham Clinton,"RT @DeptVetAffairs: Join our #WomenVets Twitter Town Hall today, 2-3 p.m. ET, or follow the Q&amp;A on our blog: http://t.co/pcGdS4GNMJ http://…"
